1615.png - compression: h264 crf=26, scale: nearest size factor=0.5
2224.png - scale: lanczos size factor=0.5, compression: h264 crf=20
0873.png - compression: h264 crf=21, scale: bilinear size factor=0.5
1637.png - compression: h264 crf=22, scale: bicubic size factor=0.5
0478.png - compression: h264 crf=22, scale: bilinear size factor=0.5
2499.png - scale: bicubic size factor=0.5, compression: h264 crf=24
0386.png - scale: nearest size factor=0.5, compression: h264 crf=20
0604.png - scale: bilinear size factor=0.5, compression: h264 crf=21
1989.png - compression: h264 crf=28, scale: bicubic size factor=0.5
0297.png - scale: nearest size factor=0.5, compression: h264 crf=27
1755.png - compression: h264 crf=28, scale: bicubic size factor=0.5
0503.png - compression: h264 crf=20, scale: bicubic size factor=0.5
1952.png - scale: nearest size factor=0.5, compression: h264 crf=24
2135.png - compression: h264 crf=27, scale: bicubic size factor=0.5
0655.png - scale: box size factor=0.5, compression: h264 crf=23
2063.png - compression: h264 crf=28, scale: bicubic size factor=0.5
1479.png - compression: h264 crf=26, scale: bilinear size factor=0.5
2154.png - scale: nearest size factor=0.5, compression: h264 crf=28
1523.png - compression: h264 crf=23, scale: nearest size factor=0.5
1621.png - compression: h264 crf=27, scale: nearest size factor=0.5
2289.png - compression: h264 crf=24, scale: nearest size factor=0.5
2256.png - compression: h264 crf=25, scale: bilinear size factor=0.5
1145.png - compression: h264 crf=25, scale: nearest size factor=0.5
2381.png - scale: bilinear size factor=0.5, compression: h264 crf=24
2509.png - scale: nearest size factor=0.5, compression: h264 crf=25
2038.png - compression: h264 crf=22, scale: bilinear size factor=0.5
0477.png - compression: h264 crf=25, scale: bilinear size factor=0.5
1734.png - scale: bicubic size factor=0.5, compression: h264 crf=27
2450.png - compression: h264 crf=22, scale: box size factor=0.5
1356.png - compression: h264 crf=27, scale: bicubic size factor=0.5
1197.png - scale: bicubic size factor=0.5, compression: h264 crf=27
1007.png - scale: bicubic size factor=0.5, compression: h264 crf=22
0209.png - scale: nearest size factor=0.5, compression: h264 crf=27
2281.png - compression: h264 crf=25, scale: lanczos size factor=0.5
0323.png - scale: bilinear size factor=0.5, compression: h264 crf=20
1136.png - compression: h264 crf=23, scale: bilinear size factor=0.5
1264.png - compression: h264 crf=21, scale: box size factor=0.5
1125.png - scale: bilinear size factor=0.5, compression: h264 crf=22
2454.png - scale: lanczos size factor=0.5, compression: h264 crf=23
1685.png - compression: h264 crf=21, scale: box size factor=0.5
0389.png - compression: h264 crf=25, scale: box size factor=0.5
2412.png - scale: bicubic size factor=0.5, compression: h264 crf=20
1960.png - scale: bicubic size factor=0.5, compression: h264 crf=24
0992.png - compression: h264 crf=22, scale: bilinear size factor=0.5
1809.png - scale: bicubic size factor=0.5, compression: h264 crf=26
2459.png - compression: h264 crf=22, scale: box size factor=0.5
0272.png - compression: h264 crf=27, scale: bilinear size factor=0.5
2223.png - compression: h264 crf=22, scale: nearest size factor=0.5
0304.png - scale: lanczos size factor=0.5, compression: h264 crf=28
1267.png - compression: h264 crf=23, scale: nearest size factor=0.5
2364.png - compression: h264 crf=22, scale: box size factor=0.5
2098.png - compression: h264 crf=26, scale: lanczos size factor=0.5
0446.png - compression: h264 crf=23, scale: bilinear size factor=0.5
1490.png - compression: h264 crf=20, scale: lanczos size factor=0.5
2413.png - scale: nearest size factor=0.5, compression: h264 crf=28
0844.png - scale: lanczos size factor=0.5, compression: h264 crf=20
2482.png - scale: lanczos size factor=0.5, compression: h264 crf=27
0361.png - compression: h264 crf=27, scale: nearest size factor=0.5
1986.png - scale: bicubic size factor=0.5, compression: h264 crf=20
1022.png - scale: lanczos size factor=0.5, compression: h264 crf=27
1021.png - scale: lanczos size factor=0.5, compression: h264 crf=24
1738.png - scale: nearest size factor=0.5, compression: h264 crf=20
2438.png - scale: bilinear size factor=0.5, compression: h264 crf=26
0013.png - scale: box size factor=0.5, compression: h264 crf=21
1037.png - compression: h264 crf=20, scale: box size factor=0.5
2505.png - scale: box size factor=0.5, compression: h264 crf=26
0313.png - compression: h264 crf=20, scale: bilinear size factor=0.5
0902.png - compression: h264 crf=21, scale: bilinear size factor=0.5
0455.png - compression: h264 crf=24, scale: lanczos size factor=0.5
1449.png - compression: h264 crf=26, scale: bilinear size factor=0.5
1201.png - compression: h264 crf=27, scale: box size factor=0.5
2484.png - compression: h264 crf=25, scale: bilinear size factor=0.5
1558.png - compression: h264 crf=21, scale: bicubic size factor=0.5
1089.png - compression: h264 crf=24, scale: bilinear size factor=0.5
0352.png - scale: bilinear size factor=0.5, compression: h264 crf=25
1772.png - scale: bilinear size factor=0.5, compression: h264 crf=24
1206.png - compression: h264 crf=28, scale: nearest size factor=0.5
2171.png - scale: nearest size factor=0.5, compression: h264 crf=23
1296.png - compression: h264 crf=21, scale: lanczos size factor=0.5
0741.png - compression: h264 crf=28, scale: bilinear size factor=0.5
0865.png - compression: h264 crf=27, scale: box size factor=0.5
1959.png - compression: h264 crf=23, scale: nearest size factor=0.5
2244.png - compression: h264 crf=21, scale: nearest size factor=0.5
1984.png - compression: h264 crf=25, scale: bilinear size factor=0.5
2101.png - scale: bicubic size factor=0.5, compression: h264 crf=24
0576.png - scale: box size factor=0.5, compression: h264 crf=25
2382.png - compression: h264 crf=24, scale: lanczos size factor=0.5
0583.png - scale: bicubic size factor=0.5, compression: h264 crf=21
1114.png - scale: bilinear size factor=0.5, compression: h264 crf=22
2046.png - compression: h264 crf=25, scale: box size factor=0.5
0669.png - compression: h264 crf=25, scale: bicubic size factor=0.5
0585.png - scale: nearest size factor=0.5, compression: h264 crf=21
0069.png - scale: bicubic size factor=0.5, compression: h264 crf=26
0654.png - scale: box size factor=0.5, compression: h264 crf=27
2494.png - compression: h264 crf=27, scale: nearest size factor=0.5
2400.png - scale: nearest size factor=0.5, compression: h264 crf=26
1604.png - scale: lanczos size factor=0.5, compression: h264 crf=28
1368.png - compression: h264 crf=21, scale: bicubic size factor=0.5
1061.png - compression: h264 crf=21, scale: box size factor=0.5
0819.png - compression: h264 crf=24, scale: box size factor=0.5
0328.png - compression: h264 crf=22, scale: lanczos size factor=0.5
0719.png - scale: nearest size factor=0.5, compression: h264 crf=27
1234.png - compression: h264 crf=25, scale: bilinear size factor=0.5
2147.png - compression: h264 crf=21, scale: lanczos size factor=0.5
2108.png - scale: bilinear size factor=0.5, compression: h264 crf=27
0529.png - scale: bicubic size factor=0.5, compression: h264 crf=24
0606.png - scale: bilinear size factor=0.5, compression: h264 crf=25
0973.png - scale: bicubic size factor=0.5, compression: h264 crf=26
0388.png - scale: bicubic size factor=0.5, compression: h264 crf=25
1265.png - compression: h264 crf=24, scale: nearest size factor=0.5
1655.png - scale: bilinear size factor=0.5, compression: h264 crf=23
2243.png - scale: bicubic size factor=0.5, compression: h264 crf=26
0422.png - compression: h264 crf=22, scale: bicubic size factor=0.5
0168.png - compression: h264 crf=22, scale: lanczos size factor=0.5
1418.png - scale: lanczos size factor=0.5, compression: h264 crf=22
1958.png - scale: bilinear size factor=0.5, compression: h264 crf=26
1997.png - scale: bilinear size factor=0.5, compression: h264 crf=23
0302.png - compression: h264 crf=28, scale: bicubic size factor=0.5
1590.png - scale: lanczos size factor=0.5, compression: h264 crf=28
1311.png - compression: h264 crf=26, scale: bilinear size factor=0.5
1706.png - compression: h264 crf=27, scale: bicubic size factor=0.5
0566.png - compression: h264 crf=25, scale: bilinear size factor=0.5
0211.png - scale: nearest size factor=0.5, compression: h264 crf=22
2253.png - compression: h264 crf=23, scale: nearest size factor=0.5
0612.png - compression: h264 crf=27, scale: box size factor=0.5
1271.png - scale: nearest size factor=0.5, compression: h264 crf=25
0565.png - scale: nearest size factor=0.5, compression: h264 crf=25
1699.png - scale: bilinear size factor=0.5, compression: h264 crf=21
2474.png - scale: nearest size factor=0.5, compression: h264 crf=28
1103.png - compression: h264 crf=25, scale: box size factor=0.5
0495.png - scale: bilinear size factor=0.5, compression: h264 crf=23
0108.png - scale: lanczos size factor=0.5, compression: h264 crf=26
1787.png - scale: nearest size factor=0.5, compression: h264 crf=20
0028.png - compression: h264 crf=28, scale: lanczos size factor=0.5
1198.png - scale: box size factor=0.5, compression: h264 crf=22
0621.png - compression: h264 crf=20, scale: bicubic size factor=0.5
1487.png - compression: h264 crf=21, scale: bilinear size factor=0.5
0201.png - compression: h264 crf=26, scale: lanczos size factor=0.5
0289.png - compression: h264 crf=28, scale: lanczos size factor=0.5
2510.png - compression: h264 crf=23, scale: box size factor=0.5
1580.png - compression: h264 crf=23, scale: lanczos size factor=0.5
1528.png - scale: bilinear size factor=0.5, compression: h264 crf=28
0893.png - compression: h264 crf=28, scale: bicubic size factor=0.5
1086.png - compression: h264 crf=26, scale: bicubic size factor=0.5
1535.png - scale: box size factor=0.5, compression: h264 crf=23
1540.png - scale: box size factor=0.5, compression: h264 crf=21
0103.png - scale: bicubic size factor=0.5, compression: h264 crf=20
2003.png - compression: h264 crf=25, scale: bilinear size factor=0.5
0421.png - compression: h264 crf=21, scale: bilinear size factor=0.5
1962.png - compression: h264 crf=28, scale: bicubic size factor=0.5
1252.png - compression: h264 crf=26, scale: nearest size factor=0.5
1268.png - scale: nearest size factor=0.5, compression: h264 crf=28
1802.png - compression: h264 crf=21, scale: bicubic size factor=0.5
1002.png - compression: h264 crf=27, scale: bilinear size factor=0.5
1497.png - compression: h264 crf=27, scale: nearest size factor=0.5
2354.png - compression: h264 crf=28, scale: nearest size factor=0.5
2235.png - compression: h264 crf=21, scale: lanczos size factor=0.5
1852.png - scale: bilinear size factor=0.5, compression: h264 crf=24
1308.png - scale: bilinear size factor=0.5, compression: h264 crf=20
1859.png - scale: lanczos size factor=0.5, compression: h264 crf=25
0444.png - scale: box size factor=0.5, compression: h264 crf=22
2448.png - scale: nearest size factor=0.5, compression: h264 crf=26
0631.png - compression: h264 crf=21, scale: bilinear size factor=0.5
1695.png - scale: box size factor=0.5, compression: h264 crf=20
1545.png - compression: h264 crf=28, scale: bilinear size factor=0.5
2533.png - compression: h264 crf=28, scale: box size factor=0.5
0408.png - scale: bicubic size factor=0.5, compression: h264 crf=27
1232.png - scale: box size factor=0.5, compression: h264 crf=26
2512.png - compression: h264 crf=26, scale: lanczos size factor=0.5
1857.png - scale: lanczos size factor=0.5, compression: h264 crf=28
2260.png - scale: nearest size factor=0.5, compression: h264 crf=20
1839.png - compression: h264 crf=24, scale: bicubic size factor=0.5
2298.png - scale: nearest size factor=0.5, compression: h264 crf=25
0557.png - scale: nearest size factor=0.5, compression: h264 crf=24
0165.png - scale: bilinear size factor=0.5, compression: h264 crf=28
1877.png - compression: h264 crf=27, scale: bilinear size factor=0.5
0064.png - scale: bicubic size factor=0.5, compression: h264 crf=28
1784.png - compression: h264 crf=20, scale: box size factor=0.5
1814.png - scale: lanczos size factor=0.5, compression: h264 crf=23
0015.png - scale: bicubic size factor=0.5, compression: h264 crf=28
0690.png - scale: bicubic size factor=0.5, compression: h264 crf=27
1674.png - compression: h264 crf=28, scale: bicubic size factor=0.5
2391.png - compression: h264 crf=22, scale: box size factor=0.5
1085.png - compression: h264 crf=25, scale: lanczos size factor=0.5
1659.png - scale: bilinear size factor=0.5, compression: h264 crf=20
0204.png - compression: h264 crf=26, scale: bicubic size factor=0.5
0905.png - scale: nearest size factor=0.5, compression: h264 crf=23
1882.png - compression: h264 crf=27, scale: nearest size factor=0.5
2493.png - compression: h264 crf=22, scale: nearest size factor=0.5
1518.png - scale: bicubic size factor=0.5, compression: h264 crf=20
1281.png - compression: h264 crf=26, scale: bicubic size factor=0.5
1408.png - compression: h264 crf=21, scale: box size factor=0.5
2427.png - scale: nearest size factor=0.5, compression: h264 crf=23
0706.png - scale: box size factor=0.5, compression: h264 crf=26
2287.png - compression: h264 crf=20, scale: box size factor=0.5
1425.png - compression: h264 crf=22, scale: bicubic size factor=0.5
2548.png - scale: nearest size factor=0.5, compression: h264 crf=27
1804.png - compression: h264 crf=26, scale: nearest size factor=0.5
1339.png - compression: h264 crf=22, scale: lanczos size factor=0.5
2103.png - compression: h264 crf=25, scale: bilinear size factor=0.5
1164.png - scale: bilinear size factor=0.5, compression: h264 crf=20
0122.png - scale: nearest size factor=0.5, compression: h264 crf=28
0438.png - scale: lanczos size factor=0.5, compression: h264 crf=26
1601.png - compression: h264 crf=23, scale: bilinear size factor=0.5
2192.png - compression: h264 crf=24, scale: bicubic size factor=0.5
0775.png - compression: h264 crf=27, scale: nearest size factor=0.5
2011.png - scale: box size factor=0.5, compression: h264 crf=27
1204.png - compression: h264 crf=28, scale: bilinear size factor=0.5
2181.png - scale: bilinear size factor=0.5, compression: h264 crf=20
0436.png - scale: bicubic size factor=0.5, compression: h264 crf=21
2421.png - scale: box size factor=0.5, compression: h264 crf=22
0083.png - compression: h264 crf=26, scale: nearest size factor=0.5
0917.png - compression: h264 crf=23, scale: box size factor=0.5
0673.png - compression: h264 crf=23, scale: bicubic size factor=0.5
1104.png - scale: box size factor=0.5, compression: h264 crf=20
1527.png - compression: h264 crf=21, scale: lanczos size factor=0.5
2067.png - compression: h264 crf=25, scale: lanczos size factor=0.5
1938.png - scale: lanczos size factor=0.5, compression: h264 crf=25
1500.png - compression: h264 crf=27, scale: bicubic size factor=0.5
1719.png - scale: bilinear size factor=0.5, compression: h264 crf=26
1977.png - compression: h264 crf=26, scale: box size factor=0.5
0596.png - compression: h264 crf=28, scale: bilinear size factor=0.5
1333.png - compression: h264 crf=25, scale: lanczos size factor=0.5
1116.png - compression: h264 crf=28, scale: lanczos size factor=0.5
1519.png - scale: box size factor=0.5, compression: h264 crf=25
2423.png - scale: nearest size factor=0.5, compression: h264 crf=24
0276.png - scale: box size factor=0.5, compression: h264 crf=25
0426.png - scale: bilinear size factor=0.5, compression: h264 crf=28
0159.png - scale: lanczos size factor=0.5, compression: h264 crf=26
0219.png - scale: nearest size factor=0.5, compression: h264 crf=28
2205.png - scale: bicubic size factor=0.5, compression: h264 crf=24
1856.png - compression: h264 crf=28, scale: nearest size factor=0.5
0448.png - compression: h264 crf=26, scale: bilinear size factor=0.5
0317.png - compression: h264 crf=21, scale: bilinear size factor=0.5
1250.png - scale: bilinear size factor=0.5, compression: h264 crf=28
1491.png - scale: nearest size factor=0.5, compression: h264 crf=24
0170.png - scale: box size factor=0.5, compression: h264 crf=23
0765.png - compression: h264 crf=21, scale: bilinear size factor=0.5
2142.png - compression: h264 crf=22, scale: lanczos size factor=0.5
1628.png - compression: h264 crf=27, scale: bicubic size factor=0.5
0627.png - scale: bicubic size factor=0.5, compression: h264 crf=28
0530.png - scale: bicubic size factor=0.5, compression: h264 crf=20
2350.png - compression: h264 crf=22, scale: bicubic size factor=0.5
0412.png - compression: h264 crf=27, scale: bilinear size factor=0.5
0650.png - scale: bicubic size factor=0.5, compression: h264 crf=28
0449.png - compression: h264 crf=27, scale: box size factor=0.5
1326.png - scale: bilinear size factor=0.5, compression: h264 crf=21
0831.png - scale: bilinear size factor=0.5, compression: h264 crf=21
1216.png - scale: lanczos size factor=0.5, compression: h264 crf=22
0379.png - compression: h264 crf=21, scale: lanczos size factor=0.5
1345.png - compression: h264 crf=28, scale: bilinear size factor=0.5
0668.png - scale: bilinear size factor=0.5, compression: h264 crf=21
2039.png - compression: h264 crf=21, scale: nearest size factor=0.5
0499.png - compression: h264 crf=22, scale: nearest size factor=0.5
0619.png - compression: h264 crf=26, scale: nearest size factor=0.5
1039.png - scale: bicubic size factor=0.5, compression: h264 crf=22
1711.png - compression: h264 crf=21, scale: nearest size factor=0.5
1616.png - scale: bicubic size factor=0.5, compression: h264 crf=26
2074.png - compression: h264 crf=20, scale: bicubic size factor=0.5
1015.png - scale: box size factor=0.5, compression: h264 crf=23
0853.png - compression: h264 crf=28, scale: box size factor=0.5
0640.png - scale: nearest size factor=0.5, compression: h264 crf=20
2022.png - scale: box size factor=0.5, compression: h264 crf=20
2568.png - scale: box size factor=0.5, compression: h264 crf=25
0155.png - scale: bicubic size factor=0.5, compression: h264 crf=21
0685.png - scale: box size factor=0.5, compression: h264 crf=23
1907.png - compression: h264 crf=26, scale: nearest size factor=0.5
0473.png - compression: h264 crf=25, scale: bicubic size factor=0.5
0742.png - scale: nearest size factor=0.5, compression: h264 crf=25
1768.png - compression: h264 crf=27, scale: bicubic size factor=0.5
2215.png - scale: nearest size factor=0.5, compression: h264 crf=24
0862.png - scale: bicubic size factor=0.5, compression: h264 crf=28
1541.png - scale: lanczos size factor=0.5, compression: h264 crf=21
0250.png - compression: h264 crf=25, scale: bicubic size factor=0.5
2511.png - scale: lanczos size factor=0.5, compression: h264 crf=28
1071.png - scale: lanczos size factor=0.5, compression: h264 crf=25
2550.png - compression: h264 crf=22, scale: lanczos size factor=0.5
0707.png - scale: bilinear size factor=0.5, compression: h264 crf=24
1343.png - compression: h264 crf=28, scale: bicubic size factor=0.5
2475.png - scale: box size factor=0.5, compression: h264 crf=23
0179.png - scale: bicubic size factor=0.5, compression: h264 crf=26
2372.png - compression: h264 crf=21, scale: lanczos size factor=0.5
2204.png - scale: box size factor=0.5, compression: h264 crf=27
0804.png - scale: bilinear size factor=0.5, compression: h264 crf=25
0549.png - scale: box size factor=0.5, compression: h264 crf=25
0180.png - scale: lanczos size factor=0.5, compression: h264 crf=20
2435.png - compression: h264 crf=23, scale: bicubic size factor=0.5
0206.png - compression: h264 crf=27, scale: box size factor=0.5
0931.png - scale: bicubic size factor=0.5, compression: h264 crf=27
1486.png - scale: box size factor=0.5, compression: h264 crf=26
1872.png - compression: h264 crf=21, scale: nearest size factor=0.5
1531.png - scale: box size factor=0.5, compression: h264 crf=23
1520.png - scale: lanczos size factor=0.5, compression: h264 crf=20
0074.png - compression: h264 crf=22, scale: bicubic size factor=0.5
0034.png - compression: h264 crf=28, scale: box size factor=0.5
0515.png - scale: bicubic size factor=0.5, compression: h264 crf=24
1023.png - scale: lanczos size factor=0.5, compression: h264 crf=20
1053.png - compression: h264 crf=25, scale: bilinear size factor=0.5
2096.png - scale: lanczos size factor=0.5, compression: h264 crf=27
0677.png - compression: h264 crf=28, scale: bicubic size factor=0.5
2411.png - scale: lanczos size factor=0.5, compression: h264 crf=25
1559.png - compression: h264 crf=27, scale: box size factor=0.5
1222.png - scale: box size factor=0.5, compression: h264 crf=27
2508.png - compression: h264 crf=24, scale: box size factor=0.5
0398.png - compression: h264 crf=22, scale: bilinear size factor=0.5
1386.png - scale: bilinear size factor=0.5, compression: h264 crf=25
1677.png - compression: h264 crf=23, scale: lanczos size factor=0.5
0890.png - compression: h264 crf=20, scale: bicubic size factor=0.5
0562.png - compression: h264 crf=24, scale: bilinear size factor=0.5
1467.png - compression: h264 crf=26, scale: lanczos size factor=0.5
0863.png - scale: lanczos size factor=0.5, compression: h264 crf=26
0344.png - compression: h264 crf=23, scale: nearest size factor=0.5
2441.png - scale: bilinear size factor=0.5, compression: h264 crf=26
1862.png - scale: bilinear size factor=0.5, compression: h264 crf=22
0498.png - compression: h264 crf=27, scale: bicubic size factor=0.5
1646.png - compression: h264 crf=20, scale: bicubic size factor=0.5
2093.png - compression: h264 crf=23, scale: bicubic size factor=0.5
2564.png - compression: h264 crf=24, scale: bilinear size factor=0.5
0466.png - scale: bilinear size factor=0.5, compression: h264 crf=23
2479.png - scale: bicubic size factor=0.5, compression: h264 crf=26
1462.png - compression: h264 crf=24, scale: bicubic size factor=0.5
2268.png - compression: h264 crf=27, scale: box size factor=0.5
1704.png - compression: h264 crf=21, scale: box size factor=0.5
0521.png - scale: nearest size factor=0.5, compression: h264 crf=21
0152.png - scale: bilinear size factor=0.5, compression: h264 crf=25
2285.png - compression: h264 crf=21, scale: box size factor=0.5
0605.png - compression: h264 crf=21, scale: nearest size factor=0.5
1568.png - compression: h264 crf=23, scale: bilinear size factor=0.5
0910.png - scale: bicubic size factor=0.5, compression: h264 crf=27
1444.png - compression: h264 crf=28, scale: bilinear size factor=0.5
0738.png - scale: nearest size factor=0.5, compression: h264 crf=28
2190.png - scale: nearest size factor=0.5, compression: h264 crf=27
0967.png - compression: h264 crf=23, scale: nearest size factor=0.5
0082.png - compression: h264 crf=24, scale: bicubic size factor=0.5
0047.png - compression: h264 crf=23, scale: lanczos size factor=0.5
1901.png - scale: bicubic size factor=0.5, compression: h264 crf=22
2357.png - compression: h264 crf=23, scale: bilinear size factor=0.5
2008.png - compression: h264 crf=26, scale: bilinear size factor=0.5
0717.png - scale: bilinear size factor=0.5, compression: h264 crf=22
1571.png - compression: h264 crf=24, scale: bicubic size factor=0.5
1499.png - compression: h264 crf=20, scale: box size factor=0.5
2158.png - scale: nearest size factor=0.5, compression: h264 crf=22
1152.png - scale: bicubic size factor=0.5, compression: h264 crf=27
2107.png - scale: bicubic size factor=0.5, compression: h264 crf=22
1561.png - scale: bicubic size factor=0.5, compression: h264 crf=24
1999.png - scale: box size factor=0.5, compression: h264 crf=24
1341.png - compression: h264 crf=26, scale: nearest size factor=0.5
1111.png - scale: nearest size factor=0.5, compression: h264 crf=22
1439.png - scale: bicubic size factor=0.5, compression: h264 crf=23
0292.png - compression: h264 crf=21, scale: lanczos size factor=0.5
0642.png - compression: h264 crf=24, scale: box size factor=0.5
2347.png - scale: box size factor=0.5, compression: h264 crf=20
2473.png - compression: h264 crf=24, scale: lanczos size factor=0.5
0743.png - compression: h264 crf=25, scale: bicubic size factor=0.5
1012.png - compression: h264 crf=25, scale: box size factor=0.5
0476.png - scale: bilinear size factor=0.5, compression: h264 crf=21
1700.png - scale: box size factor=0.5, compression: h264 crf=27
0901.png - compression: h264 crf=25, scale: bilinear size factor=0.5
0489.png - scale: bicubic size factor=0.5, compression: h264 crf=23
0200.png - compression: h264 crf=23, scale: nearest size factor=0.5
0023.png - compression: h264 crf=25, scale: nearest size factor=0.5
1147.png - compression: h264 crf=22, scale: box size factor=0.5
2525.png - compression: h264 crf=22, scale: bicubic size factor=0.5
0553.png - compression: h264 crf=22, scale: bicubic size factor=0.5
1208.png - compression: h264 crf=23, scale: bilinear size factor=0.5
2068.png - compression: h264 crf=21, scale: nearest size factor=0.5
1602.png - scale: nearest size factor=0.5, compression: h264 crf=28
0974.png - scale: lanczos size factor=0.5, compression: h264 crf=28
1834.png - scale: bilinear size factor=0.5, compression: h264 crf=21
1576.png - compression: h264 crf=27, scale: bilinear size factor=0.5
0789.png - scale: lanczos size factor=0.5, compression: h264 crf=22
0112.png - compression: h264 crf=22, scale: bicubic size factor=0.5
1097.png - scale: nearest size factor=0.5, compression: h264 crf=23
2005.png - scale: nearest size factor=0.5, compression: h264 crf=20
2324.png - scale: nearest size factor=0.5, compression: h264 crf=21
1080.png - scale: lanczos size factor=0.5, compression: h264 crf=25
0626.png - scale: box size factor=0.5, compression: h264 crf=25
0716.png - scale: bilinear size factor=0.5, compression: h264 crf=28
0366.png - scale: nearest size factor=0.5, compression: h264 crf=28
1617.png - compression: h264 crf=25, scale: lanczos size factor=0.5
1263.png - compression: h264 crf=27, scale: bicubic size factor=0.5
1697.png - scale: bilinear size factor=0.5, compression: h264 crf=22
0877.png - scale: box size factor=0.5, compression: h264 crf=22
2344.png - compression: h264 crf=25, scale: lanczos size factor=0.5
0316.png - compression: h264 crf=20, scale: bilinear size factor=0.5
0776.png - compression: h264 crf=24, scale: box size factor=0.5
1084.png - compression: h264 crf=25, scale: nearest size factor=0.5
1141.png - compression: h264 crf=23, scale: box size factor=0.5
2020.png - scale: box size factor=0.5, compression: h264 crf=21
2361.png - compression: h264 crf=22, scale: bilinear size factor=0.5
0572.png - scale: bicubic size factor=0.5, compression: h264 crf=21
1754.png - compression: h264 crf=25, scale: lanczos size factor=0.5
1912.png - scale: bilinear size factor=0.5, compression: h264 crf=20
0586.png - compression: h264 crf=28, scale: lanczos size factor=0.5
1174.png - compression: h264 crf=28, scale: nearest size factor=0.5
1077.png - scale: lanczos size factor=0.5, compression: h264 crf=22
2071.png - compression: h264 crf=27, scale: bilinear size factor=0.5
1660.png - compression: h264 crf=28, scale: bilinear size factor=0.5
0037.png - compression: h264 crf=22, scale: nearest size factor=0.5
1905.png - scale: nearest size factor=0.5, compression: h264 crf=20
0485.png - compression: h264 crf=21, scale: bicubic size factor=0.5
1552.png - scale: bilinear size factor=0.5, compression: h264 crf=24
1322.png - scale: bicubic size factor=0.5, compression: h264 crf=24
0140.png - scale: lanczos size factor=0.5, compression: h264 crf=27
1346.png - compression: h264 crf=21, scale: box size factor=0.5
0796.png - scale: bicubic size factor=0.5, compression: h264 crf=24
1846.png - compression: h264 crf=26, scale: bilinear size factor=0.5
2070.png - scale: bicubic size factor=0.5, compression: h264 crf=22
1969.png - compression: h264 crf=24, scale: bilinear size factor=0.5
0248.png - compression: h264 crf=22, scale: lanczos size factor=0.5
1837.png - compression: h264 crf=24, scale: nearest size factor=0.5
1488.png - scale: bicubic size factor=0.5, compression: h264 crf=28
0483.png - compression: h264 crf=21, scale: bicubic size factor=0.5
0442.png - compression: h264 crf=25, scale: box size factor=0.5
1786.png - scale: bilinear size factor=0.5, compression: h264 crf=21
1400.png - scale: bilinear size factor=0.5, compression: h264 crf=24
1269.png - scale: bilinear size factor=0.5, compression: h264 crf=23
2558.png - scale: box size factor=0.5, compression: h264 crf=21
1056.png - scale: lanczos size factor=0.5, compression: h264 crf=27
0407.png - compression: h264 crf=22, scale: bilinear size factor=0.5
1865.png - scale: lanczos size factor=0.5, compression: h264 crf=23
0413.png - compression: h264 crf=27, scale: nearest size factor=0.5
1799.png - compression: h264 crf=28, scale: bicubic size factor=0.5
2151.png - scale: nearest size factor=0.5, compression: h264 crf=25
0934.png - compression: h264 crf=28, scale: box size factor=0.5
2420.png - scale: lanczos size factor=0.5, compression: h264 crf=28
0453.png - scale: nearest size factor=0.5, compression: h264 crf=25
0130.png - compression: h264 crf=25, scale: bicubic size factor=0.5
2252.png - scale: nearest size factor=0.5, compression: h264 crf=20
0769.png - scale: bicubic size factor=0.5, compression: h264 crf=22
0963.png - compression: h264 crf=26, scale: lanczos size factor=0.5
2455.png - scale: bilinear size factor=0.5, compression: h264 crf=24
2156.png - scale: bilinear size factor=0.5, compression: h264 crf=23
2185.png - compression: h264 crf=23, scale: lanczos size factor=0.5
1057.png - compression: h264 crf=22, scale: box size factor=0.5
1560.png - scale: bicubic size factor=0.5, compression: h264 crf=28
1707.png - compression: h264 crf=26, scale: lanczos size factor=0.5
0321.png - compression: h264 crf=28, scale: bicubic size factor=0.5
1476.png - scale: nearest size factor=0.5, compression: h264 crf=21
1536.png - scale: box size factor=0.5, compression: h264 crf=21
1375.png - scale: bicubic size factor=0.5, compression: h264 crf=20
1657.png - compression: h264 crf=24, scale: box size factor=0.5
1011.png - compression: h264 crf=26, scale: bilinear size factor=0.5
1735.png - scale: bicubic size factor=0.5, compression: h264 crf=21
1762.png - scale: bilinear size factor=0.5, compression: h264 crf=23
1256.png - scale: bicubic size factor=0.5, compression: h264 crf=22
1227.png - compression: h264 crf=27, scale: box size factor=0.5
1533.png - scale: lanczos size factor=0.5, compression: h264 crf=23
1202.png - compression: h264 crf=27, scale: lanczos size factor=0.5
1630.png - scale: bilinear size factor=0.5, compression: h264 crf=22
2567.png - scale: lanczos size factor=0.5, compression: h264 crf=28
1014.png - scale: nearest size factor=0.5, compression: h264 crf=23
1796.png - compression: h264 crf=23, scale: bicubic size factor=0.5
0205.png - scale: box size factor=0.5, compression: h264 crf=25
1272.png - compression: h264 crf=26, scale: bilinear size factor=0.5
1503.png - compression: h264 crf=21, scale: nearest size factor=0.5
1915.png - scale: lanczos size factor=0.5, compression: h264 crf=23
2207.png - compression: h264 crf=26, scale: box size factor=0.5
1416.png - compression: h264 crf=26, scale: lanczos size factor=0.5
0191.png - compression: h264 crf=28, scale: nearest size factor=0.5
0651.png - compression: h264 crf=28, scale: lanczos size factor=0.5
0840.png - scale: nearest size factor=0.5, compression: h264 crf=23
